Alice_26_1,Alice,,
Kim_26_2,Kim,,
Alice_26_3,Alice,,
Kim_26_4,Kim,,
Alice_26_5,Alice,,

Conversation 27,August2026_Office/Pub
Description,
entrytag,Actor,Description,English
Alice_27_1,Alice,,

Conversation 28,August2026_Office/Restaurant_2
Description,
entrytag,Actor,Description,English
Alice_28_2,Alice,,
Kim_28_3,Kim,,
Alice_28_4,Alice,,
Kim_28_5,Kim,,
Alice_28_6,Alice,,
Kim_28_7,Kim,,

Conversation 29,August2026_Office/AllPhotos
Description,
entrytag,Actor,Description,English
Kim_29_1,Kim,,

Conversation 30,August2026_Office/Pub2
Description,
entrytag,Actor,Description,English
Alice_30_5,Alice,,
Kim_30_6,Kim,,
Kim_30_7,Kim,,
Alice_30_8,Alice,,
Kim_30_9,Kim,,

Conversation 31,August2026_Office/Stressball
Description,
entrytag,Actor,Description,English
Kim_31_2,Kim,,

Conversation 32,August2026_Office/Photo1Look
Description,
entrytag,Actor,Description,English
Kim_32_1,Kim,,

Conversation 33,August2026_Office/Christian1
Description,
entrytag,Actor,Description,English
Christian_33_1,Christian,,
Kim_33_2,Kim,,
Christian_33_3,Christian,,
Kim_33_4,Kim,,
Christian_33_5,Christian,,
Kim_33_6,Kim,,
Christian_33_7,Christian,,
Kim_33_8,Kim,,
Christian_33_9,Christian,,
Christian_33_30,Christian,,
Christian_33_31,Christian,,
Kim_33_32,Kim,,
Kim_33_33,Kim,,
Kim_33_34,Kim,,
Kim_33_35,Kim,,
Christian_33_36,Christian,,
Christian_33_37,Christian,,
Christian_33_38,Christian,,
Kim_33_39,Kim,,
Kim_33_40,Kim,,
Kim_33_41,Kim,,
Christian_33_42,Christian,,
Christian_33_43,Christian,,
Christian_33_44,Christian,,
Christian_33_45,Christian,,
Kim_33_46,Kim,,
Christian_33_47,Christian,,
Kim_33_48,Kim,,
Christian_33_50,Christian,,
Kim_33_51,Kim,,

Conversation 34,TEST/ChristianTEST
Description,
entrytag,Actor,Description,English
Christian_34_30,Christian,,
Kim_34_31,Kim,,
Kim_34_32,Kim,,
Kim_34_33,Kim,,
Christian_34_34,Christian,,
Christian_34_35,Christian,,
Christian_34_36,Christian,,
Kim_34_38,Kim,,
Kim_34_39,Kim,,
Kim_34_41,Kim,,
Christian_34_42,Christian,,
Kim_34_44,Kim,,
Kim_34_45,Kim,,
Christian_34_46,Christian,,
Kim_34_47,Kim,,
Christian_34_48,Christian,,
Kim_34_49,Kim,,
Christian_34_50,Christian,,
Kim_34_51,Kim,,
Kim_34_52,Kim,,
Kim_34_53,Kim,,
Kim_34_54,Kim,,

Conversation 35,August2026_Office/DoorOptionSelect
Description,
entrytag,Actor,Description,English
Kim_35_1,Kim,,
Kim_35_2,Kim,,
OptionSelection_35_6,OptionSelection,,
OptionSelection_35_7,OptionSelection,,
Kim_35_8,Kim,,
Kim_35_9,Kim,,

Conversation 36,August2026_Office/PhoneUnlock
Description,
entrytag,Actor,Description,English
Kim_36_1,Kim,,

Conversation 37,August2026_Office/ChristianTrhoughDoor
Description,
entrytag,Actor,Description,English
Christian_37_1,Christian,,
Kim_37_2,Kim,,
Christian_37_3,Christian,,
Kim_37_4,Kim,,
Christian_37_5,Christian,,
Kim_37_6,Kim,,
Christian_37_7,Christian,,
Kim_37_8,Kim,,
Christian_37_9,Christian,,
Kim_37_32,Kim,,
Kim_37_33,Kim,,
Kim_37_34,Kim,,
Kim_37_35,Kim,,
Christian_37_36,Christian,,
Christian_37_37,Christian,,
Christian_37_38,Christian,,
Kim_37_39,Kim,,
Kim_37_40,Kim,,
Kim_37_41,Kim,,
Christian_37_42,Christian,,
Christian_37_43,Christian,,
Christian_37_44,Christian,,
Christian_37_45,Christian,,
Kim_37_46,Kim,,
Christian_37_47,Christian,,
Kim_37_48,Kim,,

Conversation 38,Marco/AddedInventory
Description,
entrytag,Actor,Description,English
MARCO_38_1,MARCO,,

Conversation 39,Christian/InventoryUnhandled
Description,
entrytag,Actor,Description,English
Christian_39_1,Christian,,
