entrytag,Actor,Description,Dialogue Text
Waiter2026_25_1,Waiter2026,,"Madame, with the greatest respect, should I take one of the menus away?"

Conversation 26,August2026_Office/River
Description,
entrytag,Actor,Description,Dialogue Text
Alice_26_1,Alice,,FOUND YOU!
Kim_26_2,Kim,,What are you doing!?
Alice_26_3,Alice,,"Um, just being a legend at hide and seek?"
Kim_26_4,Kim,,"Chloe’s meant to be seeking! You know, the one whose eighth birthday it is?"
Alice_26_5,Alice,,Well your niece is shit at finding people and I was missing you.

Conversation 27,August2026_Office/Pub
Description,
entrytag,Actor,Description,Dialogue Text
Alice_27_1,Alice,,OK gently… gently… and go for it…

Conversation 28,August2026_Office/Restaurant_2
Description,
entrytag,Actor,Description,Dialogue Text
Alice_28_2,Alice,,"[panel=4]God this is so embarrassing, can you come and find me?"
Kim_28_3,Kim,,I thought you were standing me up! On a first date!
Alice_28_4,Alice,,"[panel=4]No, I’m just an idiot"
Kim_28_5,Kim,,"OK, what can you see?"
Alice_28_6,Alice,,[panel=4]Um. Grass.
Kim_28_7,Kim,,"…right, I'll just look around London for some grass."

Conversation 29,August2026_Office/AllPhotos
Description,
entrytag,Actor,Description,Dialogue Text
Kim_29_1,Kim,,"Ok, I think thats enough of that"

Conversation 30,August2026_Office/Pub2
Description,
entrytag,Actor,Description,Dialogue Text
Alice_30_5,Alice,,Hey – shall we get married?
Kim_30_6,Kim,,"Oh my god, you meant it!"
Kim_30_7,Kim,,Because you can’t live without my amazing hand-eye coordination?
Alice_30_8,Alice,,Ha Ha Ha...
Kim_30_9,Kim,,......

Conversation 31,August2026_Office/Stressball
Description,
entrytag,Actor,Description,Dialogue Text
Kim_31_2,Kim,,"[lua(RandomElement(Variable[""August2026Office.Stressball""]))]"

Conversation 32,August2026_Office/Photo1Look
Description,
entrytag,Actor,Description,Dialogue Text
Kim_32_1,Kim,,"[panel=5][lua(RandomElement(Variable[""OfficePhoto1""]))]"

Conversation 33,August2026_Office/Christian1
Description,
entrytag,Actor,Description,Dialogue Text
Christian_33_1,Christian,,"Hello campers! It’s 4pm, we’re skipping off school early, it’s time to pack and hit the road!"
Kim_33_2,Kim,,"I can’t believe this, I can’t believe you’ve talked me into this. "
Christian_33_3,Christian,,"Do you mean ‘hi Christian, I can’t wait for our weekend camping adventure’?"
Kim_33_4,Kim,,I must have had some sort of brain injury.
Christian_33_5,Christian,,"I’m sure you’re not conscious of this, Kimbo, but you’re almost sounding a bit negative about the trip."
Kim_33_6,Kim,,I mean why would I go on holiday to a place that’s worse than my actual flat? Isn’t the point of a holiday – 
Christian_33_7,Christian,,"We’ve covered this, the ‘point’ of a holiday is to spend time with your beloved best friend…"
Kim_33_8,Kim,,"That’s you, is it?"
Christian_33_9,Christian,,"Unless I’ve been demoted, yes – with your beloved best friend, getting a change of scene for the weekend."
Christian_33_30,Christian,,
Christian_33_31,Christian,,do you still have some camping concerns? 
Kim_33_32,Kim,,
Kim_33_33,Kim,,"Of course, Cris. I’m just being adorably grumpy."
Kim_33_34,Kim,,"I mean, is there a way of having a ‘change of scene’ where there’s also a proper toilet?"
Kim_33_35,Kim,,I – I am kind of having second thoughts
Christian_33_36,Christian,,"Ah, sorry, I missed the adorable bit"
Christian_33_37,Christian,,On the website it says the toilets have actually gone up from two to three stars.
Christian_33_38,Christian,,Right. Any chance you could have THIRD thoughts?
Kim_33_39,Kim,,Shut your face!
Kim_33_40,Kim,,"I’ll just hold on till we get home, I reckon. I’ve done 72 hours before."
Kim_33_41,Kim,,(Sigh) Fine. I’ve had third thoughts and I’ll try not to have fourth ones in the next hour.
Christian_33_42,Christian,,Consider it shut
Christian_33_43,Christian,,"They don’t just give those three-star awards away, you know"
Christian_33_44,Christian,,"If you do, just text me and we’ll see if we can get you onto fifth thoughts"
Christian_33_45,Christian,,"OK, so I’ll see you at mine in – what, two hours? Get to the site for like half past eight, it’ll still be light for us to put the tent up"
Kim_33_46,Kim,,Christ. I’d forgotten the tent aspect. Are you sure you wouldn’t rather go to a…
Christian_33_47,Christian,,…and from now on I’m singing tunelessly over any further objections! La la la la la! La-la-la! 
Kim_33_48,Kim,,
Christian_33_50,Christian,,Remember. Two Hours. My Place. Campiiing!
Kim_33_51,Kim,,End chat

Conversation 34,TEST/ChristianTEST
Description,
entrytag,Actor,Description,Dialogue Text
Christian_34_30,Christian,,Uhh...okay I guess we can chat like this...
Kim_34_31,Kim,,What is earth?
Kim_34_32,Kim,,What is wind?
Kim_34_33,Kim,,What is fire?
Christian_34_34,Christian,,Earth is a big ball of stuff that we live on. This is the first longer explanation of it	
Christian_34_35,Christian,,Wind is a mysterious force that no one understands. 
Christian_34_36,Christian,,Fire is fascinating and mesmerising.This is the first longer explanation of it
Kim_34_38,Kim,,
Kim_34_39,Kim,,
Kim_34_41,Kim,,[em1]Remind me about wind again...
Christian_34_42,Christian,,Wind is a mystery
Kim_34_44,Kim,,I'm done
Kim_34_45,Kim,,[em1]What did you say about fire?
Christian_34_46,Christian,,I like fire a lot
Kim_34_47,Kim,,[em1]I forgot what Earth is...
Christian_34_48,Christian,,"Its big, and made of earth"
Kim_34_49,Kim,,Really? Noone? Hmmm
Christian_34_50,Christian,,"Well, maybe meatier...meteye...meteriol...weather people do"
Kim_34_51,Kim,,Does this one work? 
Kim_34_52,Kim,,"Okay, okay..."
Kim_34_53,Kim,,test 1
Kim_34_54,Kim,,test2	

Conversation 35,August2026_Office/DoorOptionSelect
Description,
entrytag,Actor,Description,Dialogue Text
Kim_35_1,Kim,,Let Christian in
Kim_35_2,Kim,,Ugh...people...lets just yell through the door	
OptionSelection_35_6,OptionSelection,,
OptionSelection_35_7,OptionSelection,,
Kim_35_8,Kim,,
Kim_35_9,Kim,,Exit

Conversation 36,August2026_Office/PhoneUnlock
Description,
entrytag,Actor,Description,Dialogue Text
Kim_36_1,Kim,,"Shoot, I just changed my PIN the other day and now I can't remember it. I'm sure I wrote it down somewhere"

Conversation 37,August2026_Office/ChristianTrhoughDoor
Description,
entrytag,Actor,Description,Dialogue Text
Christian_37_1,Christian,,"(MUFFLED) Hello campers! It’s 4pm, we’re skipping off school early, it’s time to pack and hit the road!"
Kim_37_2,Kim,,"I can’t believe this, I can’t believe you’ve talked me into this. "
Christian_37_3,Christian,,"Do you mean ‘hi Christian, I can’t wait for our weekend camping adventure’?"
Kim_37_4,Kim,,I must have had some sort of brain injury.
Christian_37_5,Christian,,"I’m sure you’re not conscious of this, Kimbo, but you’re almost sounding a bit negative about the trip."
Kim_37_6,Kim,,I mean why would I go on holiday to a place that’s worse than my actual flat? Isn’t the point of a holiday – 
Christian_37_7,Christian,,"We’ve covered this, the ‘point’ of a holiday is to spend time with your beloved best friend…"
Kim_37_8,Kim,,"That’s you, is it?"
Christian_37_9,Christian,,"Unless I’ve been demoted, yes – with your beloved best friend, getting a change of scene for the weekend."
Kim_37_32,Kim,,
Kim_37_33,Kim,,"Of course, Cris. I’m just being adorably grumpy."
Kim_37_34,Kim,,"I mean, is there a way of having a ‘change of scene’ where there’s also a proper toilet?"
Kim_37_35,Kim,,I – I am kind of having second thoughts
Christian_37_36,Christian,,"Ah, sorry, I missed the adorable bit"
Christian_37_37,Christian,,On the website it says the toilets have actually gone up from two to three stars.
Christian_37_38,Christian,,Right. Any chance you could have THIRD thoughts?
Kim_37_39,Kim,,Shut your face!
Kim_37_40,Kim,,"I’ll just hold on till we get home, I reckon. I’ve done 72 hours before."
Kim_37_41,Kim,,(Sigh) Fine. I’ve had third thoughts and I’ll try not to have fourth ones in the next hour.
Christian_37_42,Christian,,Consider it shut
Christian_37_43,Christian,,"They don’t just give those three-star awards away, you know"
Christian_37_44,Christian,,"If you do, just text me and we’ll see if we can get you onto fifth thoughts"
Christian_37_45,Christian,,"OK, so I’ll see you at mine in – what, two hours? Get to the site for like half past eight, it’ll still be light for us to put the tent up"
Kim_37_46,Kim,,Christ. I’d forgotten the tent aspect. Are you sure you wouldn’t rather go to a…
Christian_37_47,Christian,,…and from now on I’m singing tunelessly over any further objections! La la la la la! La-la-la! 
Kim_37_48,Kim,,

Conversation 38,Marco/AddedInventory
Description,
entrytag,Actor,Description,Dialogue Text
MARCO_38_1,MARCO,,[var=global_Inventory_ItemDescription]

Conversation 39,Christian/InventoryUnhandled
Description,
entrytag,Actor,Description,Dialogue Text
Christian_39_1,Christian,,Now why would I want that?
